939600	-5.5250	822.0000
1	-4.8750	820.0000
2	-5.5250	822.0000
3	-5.3625	820.0000
4	-5.2000	822.0000
5	-5.3625	820.0000
6	-6.3375	822.0000
7	-5.6875	821.0000
8	-5.3625	822.0000
9	-7.9625	821.0000
10	-5.6875	821.0000
11	-5.3625	821.0000
12	-5.3625	821.0000
13	-5.2000	822.0000
14	-5.5250	820.0000
15	-5.5250	822.0000
16	-5.5250	820.0000
17	-5.2000	823.0000
18	-5.3625	820.0000
19	-5.2000	822.0000
20	-5.3625	820.0000
21	-5.2000	822.0000
22	-5.2000	820.0000
23	-5.5250	822.0000
24	-5.2000	820.0000
25	-5.2000	822.0000
26	-5.2000	820.0000
27	-6.1750	820.0000
28	-5.3625	819.0000
29	-5.3625	821.0000
30	-5.5250	820.0000
31	-5.6875	822.0000
32	-5.3625	821.0000
33	-5.8500	823.0000
34	-5.8500	821.0000
35	-6.6625	821.0000
36	-7.4750	821.0000
37	-6.5000	821.0000
38	-6.5000	822.0000
39	-6.3375	820.0000
40	-6.3375	822.0000
41	-5.8500	820.0000
42	-6.0125	822.0000
43	-8.1250	820.0000
44	-6.8250	822.0000
45	-6.3375	820.0000
46	-6.6625	822.0000
47	-6.9875	820.0000
48	-5.8500	822.0000
49	-7.4750	820.0000
50	-5.6875	822.0000
51	-6.5000	819.0000
52	-7.1500	822.0000
53	-6.0125	820.0000
54	-5.6875	822.0000
55	-5.8500	820.0000
56	-5.8500	822.0000
57	-6.0125	820.0000
58	-6.3375	821.0000
59	-6.0125	820.0000
60	-6.0125	821.0000
61	-6.3375	820.0000
62	-6.1750	820.0000
63	-6.5000	821.0000
64	-5.8500	820.0000
65	-6.1750	822.0000
66	-5.8500	820.0000
67	-6.1750	822.0000
68	-6.0125	819.0000
69	-6.0125	821.0000
70	-6.0125	819.0000
71	-6.8250	822.0000
72	-6.0125	820.0000
73	-6.1750	822.0000
74	-6.0125	819.0000
75	-6.8250	822.0000
76	-6.0125	819.0000
77	-6.0125	822.0000
78	-7.3125	819.0000
79	-6.6625	821.0000
80	-6.0125	820.0000
81	-6.0125	822.0000
82	-6.0125	820.0000
83	-6.1750	821.0000
84	-6.1750	820.0000
85	-6.8250	821.0000
86	-6.3375	820.0000
87	-6.8250	820.0000
88	-6.3375	820.0000
89	-6.1750	820.0000
90	-6.3375	821.0000
91	-6.1750	820.0000
92	-6.0125	821.0000
93	-6.3375	822.0000
94	-8.2875	822.0000
95	-7.1500	820.0000
96	-7.1500	824.0000
97	-6.5000	820.0000
98	-6.3375	822.0000
99	-6.3375	819.0000
100	-6.5000	822.0000
101	-6.3375	819.0000
102	-6.8250	822.0000
103	-6.9875	819.0000
104	-7.8000	821.0000
105	-9.4250	819.0000
106	-6.6625	821.0000
107	-6.9875	819.0000
108	-6.5000	821.0000
109	-7.1500	820.0000
110	-6.6625	821.0000
111	-7.1500	820.0000
112	-6.6625	820.0000
113	-6.5000	821.0000
114	-6.9875	820.0000
115	-6.9875	820.0000
116	-6.6625	820.0000
117	-6.9875	821.0000
118	-6.9875	819.0000
119	-7.3125	822.0000
120	-7.1500	819.0000
121	-8.1250	821.0000
122	-7.8000	819.0000
123	-7.1500	821.0000
124	-7.3125	820.0000
125	-6.9875	822.0000
126	-7.1500	819.0000
127	-8.1250	821.0000
