#	-6.50	78.20
#	7.15	78.20
#	6.66	78.20
#	6.50	78.20
#	6.50	78.20
#	6.17	39.10
#	6.83	19.55
#	7.15	14.66
#	4.39	0.00
#	6.50	14.66
#	6.50	14.66
#	6.50	9.78
#	6.66	14.66
#	6.50	9.78
#	6.66	14.66
#	5.69	4.89
#	6.83	3680.35
#	6.50	4491.69
#	7.64	4618.77
#	4.23	4633.43
#	6.50	4643.21
#	6.34	4643.21
#	7.31	4643.21
#	6.50	4643.21
#	6.34	4643.21
#	6.17	4643.21
#	5.53	4643.21
#	6.34	4638.32
#	7.15	4643.21
#	6.50	4638.32
#	6.34	4643.21
#	6.50	4643.21
#	6.01	4643.21
#	5.36	4643.21
#	6.34	4643.21
#	7.15	4643.21
#	6.83	4648.09
#	6.17	4648.09
#	6.34	4643.21
#	7.48	4648.09
#	5.85	4643.21
#	6.50	4648.09
#	6.50	4643.21
#	6.50	4648.09
#	6.34	4643.21
#	6.17	4648.09
#	6.34	4643.21
#	6.34	4643.21
0	6.5000	951.0000
1	7.3125	951.0000
2	7.1500	951.0000
3	7.3125	950.0000
4	8.2875	950.0000
5	7.3125	950.0000
6	7.4750	951.0000
7	8.2875	950.0000
8	8.1250	950.0000
9	7.8000	950.0000
10	7.4750	951.0000
11	8.2875	950.0000
12	8.1250	951.0000
13	8.1250	950.0000
14	7.4750	951.0000
15	8.2875	949.0000
16	8.4500	951.0000
17	8.1250	950.0000
18	7.9625	950.0000
19	8.2875	950.0000
20	7.6375	951.0000
21	8.1250	950.0000
22	7.3125	951.0000
23	8.1250	950.0000
24	8.4500	950.0000
25	8.2875	950.0000
26	7.8000	951.0000
27	8.4500	951.0000
28	8.1250	948.0000
29	8.4500	951.0000
30	7.6375	950.0000
31	8.1250	950.0000
32	8.1250	950.0000
33	8.1250	951.0000
34	7.8000	950.0000
35	6.3375	951.0000
36	7.1500	950.0000
37	7.1500	951.0000
38	7.1500	952.0000
39	8.1250	951.0000
40	7.6375	950.0000
41	7.6375	951.0000
42	7.4750	950.0000
43	8.2875	951.0000
44	7.4750	950.0000
45	7.3125	950.0000
46	7.1500	950.0000
47	7.3125	951.0000
48	7.1500	951.0000
49	7.3125	950.0000
50	8.1250	950.0000
51	8.1250	950.0000
52	7.9625	950.0000
53	8.1250	950.0000
54	7.9625	951.0000
55	7.9625	950.0000
56	7.8000	953.0000
57	7.6375	950.0000
58	7.3125	951.0000
59	7.6375	950.0000
60	8.4500	951.0000
61	7.3125	950.0000
62	8.6125	951.0000
63	8.4500	950.0000
