# H	I
301.9149      0.25436525365347
311.817090909091      0.255159290276384
322.163254545455      0.254436554901242
329.367954545455      0.257688025908568
337.2214      0.250800191264879
340.635945454545      0.251594227887792
356.342936363636      0.24056846220962
363.240336363636      0.226671895318401
371.0255      0.199304397735156
378.298481818182      -0.134859413129743
391.0006      -0.41105837490311
395.029836363636      -0.56648502889329
408.244154545455      -0.656027390152413
414.2879      -0.720918183175237
426.3071      -0.738208735759907
432.863090909091      -0.762976284272615
441.092172727273      -0.759064438542587
447.067627272727      -0.773814073933934
461.340436363636      -0.769642950939281
469.330527272727      -0.772777747177526
473.393863636364      -0.769642950939281
486.847190909091      -0.76957164969151
495.349409090909      -0.770144518337401
503.988209090909      -0.756034135512284
512.558818181818      -0.756059975429328
521.368345454545      -0.752079462734082
529.870563636364      -0.745293487015781
538.884963636364      -0.745697913249084
547.318972727273      -0.741657123379417
556.538263636364      -0.739349555724256
563.435645454546      -0.742191882737706
571.220809090909      -0.731613370341012
582.523027272727      -0.728119609200192
592.254509090909      -0.714394031194695
597.615345454545      -0.717887880144933
609.019927272727      -0.707523183682136
613.629554545455      -0.707981924032081
622.268445454545      -0.703886820045773
629.336563636364      -0.693655090990514
635.448590909091      -0.696756695268589
646.784890909091      -0.693726392238286
659.589536363636      -0.682672152360517
668.501509090909      -0.682888602576967
678.608563636364      -0.669376928314786
687.896127272727      -0.669410120274955
695.954527272727      -0.665524114461972
705.412845454545      -0.652131749251425
709.271263636364      -0.645821501014199
720.095390909091      -0.649256230277805
729.997645454545      -0.638014014383183
730.680545454546      -0.638808051006096
747.0021      -0.631418648964288
757.006727272727      -0.624333897708414
764.416290909091      -0.620338569169475
771.928381818182      -0.607219051770038
782.957372727273      -0.606938851915802
786.542636363637      -0.593648345630643
794.088781818182      -0.593389068366018
804.742245454546      -0.586375618357916
811.946936363636      -0.592854309007729
822.600336363636      -0.576500307732098
824.888072727273      -0.572650128161838
839.502390909091      -0.552224691529504
845.341290909091      -0.555690066280146
855.141036363637      -0.548384147047249
856.438563636364      -0.541358515478007
875.525909090909      -0.531730212746255
883.789181818182      -0.535122114961687
890.549972727273      -0.524569442482037
895.944963636364      -0.510734541750585
910.320209090909      -0.510166590432126
918.685936363636      -0.506822696020557
928.110081818182      -0.500441146535559
936.987909090909      -0.486585323214495
943.612127272727      -0.483305378007572
947.129109090909      -0.483020260825903
