0.000000 	0.000000 	0.000000 	  
4.506178 	0.000000 	0.000000 	  
4.506178 	1.130561 	0.000000 	  
4.506178 	1.130561 	2.352507 	  
4.506178 	1.130561 	2.352507 	  
4.506178 	1.130561 	2.352507 	  
4.506178 	1.130561 	2.352507 	  
4.506178 	1.130561 	2.352507 	  
4.506178 	1.130561 	2.352507 	  
4.511936 	1.130561 	2.352507 	  
4.511936 	1.170856 	2.352507 	  
4.511936 	1.170856 	2.357116 	  
4.511936 	1.170856 	2.357116 	  
4.511936 	1.170856 	2.357116 	  
4.511936 	1.170856 	2.357116 	  
4.511936 	1.170856 	2.357116 	  
4.511936 	1.170856 	2.357116 	  
4.516153 	1.170856 	2.357116 	  
4.516153 	1.204197 	2.357116 	  
4.516153 	1.204197 	2.358180 	  
4.516153 	1.204197 	2.358180 	  
4.516153 	1.204197 	2.358180 	  
4.516153 	1.204197 	2.358180 	  
4.516153 	1.204197 	2.358180 	  
4.516153 	1.204197 	2.358180 	  
4.512769 	1.204197 	2.358180 	  
4.512769 	1.231070 	2.358180 	  
4.512769 	1.231070 	2.361445 	  
4.512769 	1.231070 	2.361445 	  
4.512769 	1.231070 	2.361445 	  
4.512769 	1.231070 	2.361445 	  
4.512769 	1.231070 	2.361445 	  
4.512769 	1.231070 	2.361445 	  
4.512713 	1.231070 	2.361445 	  
4.512713 	1.250922 	2.361445 	  
4.512713 	1.250922 	2.366617 	  
4.512713 	1.250922 	2.366617 	  
4.512713 	1.250922 	2.366617 	  
4.512713 	1.250922 	2.366617 	  
4.512713 	1.250922 	2.366617 	  
4.512713 	1.250922 	2.366617 	  
4.513775 	1.250922 	2.366617 	  
4.513775 	1.265667 	2.366617 	  
4.513775 	1.265667 	2.368224 	  
4.513775 	1.265667 	2.368224 	  
4.513775 	1.265667 	2.368224 	  
4.513775 	1.265667 	2.368224 	  
4.513775 	1.265667 	2.368224 	  
4.513775 	1.265667 	2.368224 	  
4.514944 	1.265667 	2.368224 	  
4.514944 	1.276888 	2.368224 	  
4.514944 	1.276888 	2.372348 	  
4.514944 	1.276888 	2.372348 	  
4.514944 	1.276888 	2.372348 	  
4.514944 	1.276888 	2.372348 	  
4.514944 	1.276888 	2.372348 	  
4.514944 	1.276888 	2.372348 	  
