-1.281307039999997528e+02 -9.650516141440625972e-01
-5.774079999999742085e+00 -9.650516141440625972e-01
-5.774079999999742085e+00 -2.954604364410740036e-02
-5.774079999999742085e+00 -2.954604364410740036e-02
-5.774079999999742085e+00 -2.954604364410740036e-02
-5.774079999999742085e+00 -2.954604364410740036e-02
-5.774079999999742085e+00 -2.954604364410740036e-02
-5.774079999999742085e+00 -2.954604364410740036e-02
-5.774079999999742085e+00 -2.954604364410740036e-02
-9.580089999997345451e-01 -2.954604364410740036e-02
-9.580089999997345451e-01 1.165274935938569456e-01
-9.580089999997345451e-01 1.165274935938569456e-01
-9.580089999997345451e-01 1.165274935938569456e-01
-9.580089999997345451e-01 1.165274935938569456e-01
-9.580089999997345451e-01 1.165274935938569456e-01
-9.580089999997345451e-01 1.165274935938569456e-01
-9.580089999997345451e-01 1.165274935938569456e-01
-9.840999999997616099e-01 1.165274935938569456e-01
-9.840999999997616099e-01 5.569020017144299395e-02
-9.840999999997616099e-01 5.569020017144299395e-02
-9.840999999997616099e-01 5.569020017144299395e-02
-9.840999999997616099e-01 5.569020017144299395e-02
-9.840999999997616099e-01 5.569020017144299395e-02
-9.840999999997616099e-01 5.569020017144299395e-02
-9.840999999997616099e-01 5.569020017144299395e-02
-1.058238999999756125e+00 5.569020017144299395e-02
-1.058238999999756125e+00 9.564389551883412111e-02
-1.058238999999756125e+00 9.564389551883412111e-02
-1.058238999999756125e+00 9.564389551883412111e-02
-1.058238999999756125e+00 9.564389551883412111e-02
-1.058238999999756125e+00 9.564389551883412111e-02
-1.058238999999756125e+00 9.564389551883412111e-02
-1.058238999999756125e+00 9.564389551883412111e-02
-1.071446999999743799e+00 9.564389551883412111e-02
-1.071446999999743799e+00 9.140381015402798681e-02
-1.071446999999743799e+00 9.140381015402798681e-02
-1.071446999999743799e+00 9.140381015402798681e-02
-1.071446999999743799e+00 9.140381015402798681e-02
-1.071446999999743799e+00 9.140381015402798681e-02
-1.071446999999743799e+00 9.140381015402798681e-02
-1.071446999999743799e+00 9.140381015402798681e-02
-1.096302999999759553e+00 9.140381015402798681e-02
-1.096302999999759553e+00 5.335770585142651790e-02
-1.096302999999759553e+00 5.335770585142651790e-02
-1.096302999999759553e+00 5.335770585142651790e-02
-1.096302999999759553e+00 5.335770585142651790e-02
-1.096302999999759553e+00 5.335770585142651790e-02
-1.096302999999759553e+00 5.335770585142651790e-02
-1.096302999999759553e+00 5.335770585142651790e-02
-1.194114999999743354e+00 5.335770585142651790e-02
-1.194114999999743354e+00 3.148787738077496456e-02
-1.194114999999743354e+00 3.148787738077496456e-02
-1.194114999999743354e+00 3.148787738077496456e-02
-1.194114999999743354e+00 3.148787738077496456e-02
-1.194114999999743354e+00 3.148787738077496456e-02
-1.194114999999743354e+00 3.148787738077496456e-02
-1.194114999999743354e+00 3.148787738077496456e-02
-1.198027999999748072e+00 3.148787738077496456e-02
-1.198027999999748072e+00 4.878686604207227440e-02
