2.604607	2.409748	
2.604526	2.409748	
2.604526	2.412368	
2.604526	2.412368	
2.604526	2.412368	
2.604526	2.412368	
2.604526	2.412368	
2.604526	2.412368	
2.604526	2.412368	
2.604737	2.412368	
2.604737	2.413202	
2.604737	2.413202	
2.604737	2.413202	
2.604737	2.413202	
2.604737	2.413202	
2.604737	2.413202	
2.604737	2.413202	
2.604557	2.413202	
2.604557	2.410713	
2.604557	2.410713	
2.604557	2.410713	
2.604557	2.410713	
2.604557	2.410713	
2.604557	2.410713	
2.604557	2.410713	
2.604764	2.410713	
2.604764	2.409977	
2.604764	2.409977	
2.604764	2.409977	
2.604764	2.409977	
2.604764	2.409977	
2.604764	2.409977	
2.604764	2.409977	
2.604485	2.409977	
2.604485	2.410695	
2.604485	2.410695	
2.604485	2.410695	
2.604485	2.410695	
2.604485	2.410695	
2.604485	2.410695	
2.604485	2.410695	
2.604268	2.410695	
2.604268	2.413547	
2.604268	2.413547	
2.604268	2.413547	
2.604268	2.413547	
2.604268	2.413547	
2.604268	2.413547	
2.604268	2.413547	
2.604604	2.413547	
2.604604	2.413865	
2.604604	2.413865	
2.604604	2.413865	
2.604604	2.413865	
2.604604	2.413865	
2.604604	2.413865	
2.604604	2.413865	
2.604597	2.413865	
2.604597	2.413318	
2.604597	2.413318	
2.604597	2.413318	
2.604597	2.413318	
2.604597	2.413318	
2.604597	2.413318	
2.604597	2.413318	
2.604813	2.413318	
2.604813	2.412292	
2.604813	2.412292	
2.604813	2.412292	
2.604813	2.412292	
2.604813	2.412292	
2.604813	2.412292	
2.604813	2.412292	
2.604465	2.412292	
2.604465	2.413855	
2.604465	2.413855	
2.604465	2.413855	
2.604465	2.413855	
2.604465	2.413855	
2.604465	2.413855	
2.604465	2.413855	
2.604283	2.413855	
2.604283	2.415321	
2.604283	2.415321	
2.604283	2.415321	
2.604283	2.415321	
2.604283	2.415321	
2.604283	2.415321	
2.604283	2.415321	
2.604471	2.415321	
2.604471	2.411541	
2.604471	2.411541	
2.604471	2.411541	
2.604471	2.411541	
2.604471	2.411541	
2.604471	2.411541	
2.604471	2.411541	
2.604211	2.411541	
2.604211	2.411773	
2.604211	2.411773	
2.604211	2.411773	
2.604211	2.411773	
2.604211	2.411773	
2.604211	2.411773	
2.604211	2.411773	
2.604260	2.411773	
2.604260	2.415025	
2.604260	2.415025	
2.604260	2.415025	
2.604260	2.415025	
2.604260	2.415025	
2.604260	2.415025	
2.604260	2.415025	
2.603958	2.415025	
2.603958	2.416414	
2.603958	2.416414	
2.603958	2.416414	
2.603958	2.416414	
2.603958	2.416414	
2.603958	2.416414	
2.603958	2.416414	
2.604065	2.416414	
2.604065	2.414402	
2.604065	2.414402	
2.604065	2.414402	
2.604065	2.414402	
2.604065	2.414402	
2.604065	2.414402	
2.604065	2.414402	
2.604076	2.414402	
2.604076	2.412495	
2.604076	2.412495	
2.604076	2.412495	
2.604076	2.412495	
2.604076	2.412495	
2.604076	2.412495	
2.604076	2.412495	
2.603865	2.412495	
2.603865	2.414385	
2.603865	2.414385	
2.603865	2.414385	
2.603865	2.414385	
2.603865	2.414385	
2.603865	2.414385	
2.603865	2.414385	
2.603744	2.414385	
2.603744	2.414254	
2.603744	2.414254	
2.603744	2.414254	
2.603744	2.414254	
2.603744	2.414254	
2.603744	2.414254	
2.603744	2.414254	
2.603581	2.414254	
2.603581	2.410934	
2.603581	2.410934	
2.603581	2.410934	
2.603581	2.410934	
2.603581	2.410934	
2.603581	2.410934	
2.603581	2.410934	
2.603629	2.410934	
2.603629	2.406289	
2.603629	2.406289	
2.603629	2.406289	
2.603629	2.406289	
2.603629	2.406289	
2.603629	2.406289	
2.603629	2.406289	
2.603706	2.406289	
2.603706	2.403819	
2.603706	2.403819	
2.603706	2.403819	
2.603706	2.403819	
2.603706	2.403819	
2.603706	2.403819	
2.603706	2.403819	
2.603240	2.403819	
2.603240	2.403898	
2.603240	2.403898	
2.603240	2.403898	
2.603240	2.403898	
2.603240	2.403898	
2.603240	2.403898	
2.603240	2.403898	
2.603372	2.403898	
2.603372	2.400376	
2.603372	2.400376	
2.603372	2.400376	
2.603372	2.400376	
2.603372	2.400376	
2.603372	2.400376	
2.603372	2.400376	
2.603022	2.400376	
2.603022	2.397516	
2.603022	2.397516	
2.603022	2.397516	
2.603022	2.397516	
2.603022	2.397516	
2.603022	2.397516	
2.603022	2.397516	
2.603101	2.397516	
2.603101	2.396864	
2.603101	2.396864	
2.603101	2.396864	
2.603101	2.396864	
2.603101	2.396864	
2.603101	2.396864	
2.603101	2.396864	
2.603013	2.396864	
2.603013	2.400352	
2.603013	2.400352	
2.603013	2.400352	
2.603013	2.400352	
